iter	seq	start	end	strand	locus_tag	com_id	type	description
4052	CP037923.1	4088184	4088877	-1	EKN05_020860	ompL	CDS	porin OmpL
4053	CP037923.1	4088952	4090350	-1	EKN05_020865	yihO	CDS	MFS transporter
4054	CP037923.1	4090392	4091778	-1	EKN05_020870	yihP	CDS	MFS transporter
4055	CP037923.1	4091823	4093860	-1	EKN05_020875	yihQ	CDS	sulfoquinovosidase
4056	CP037923.1	4094058	4094985	-1	EKN05_020880	yihR	CDS	aldose-1-epimerase
4057	CP037923.1	4095098	4096340	-1	EKN05_020885	EKN05_020885	CDS	sulfoquinovose isomerase
4058	CP037923.1	4096356	4097235	-1	EKN05_020890	yihT	CDS	sulfofructosephosphate aldolase
4059	CP037923.1	4097258	4098155	-1	EKN05_020895	yihU	CDS	sulfolactaldehyde 3-reductase
4060	CP037923.1	4098322	4099219	1	EKN05_020900	yihV	CDS	sulfofructose kinase
4061	CP037923.1	4099252	4100038	1	EKN05_020905	yihW	CDS	DeoR/GlpR transcriptional regulator
4062	CP037923.1	4100136	4100736	1	EKN05_020910	yihX	CDS	glucose-1-phosphatase
4063	CP037923.1	4100729	4101602	1	EKN05_020915	rbn	CDS	virulence factor BrkB family protein
4064	CP037923.1	4101598	4102036	1	EKN05_020920	dtd	CDS	D-tyrosyl-tRNA(Tyr) deacylase
4065	CP037923.1	4102032	4103022	1	EKN05_020925	yiiD	CDS	GNAT family N-acetyltransferase
4066	CP037923.1	4103437	4103626	1	EKN05_020930	EKN05_020930	pseudo	hypothetical protein
4067	CP037923.1	4103632	4104330	-1	EKN05_020935	EKN05_020935	pseudo	IS1 family transposase
4068	CP037923.1	4104385	4105103	1	EKN05_020940	EKN05_020940	pseudo	hypothetical protein
4069	CP037923.1	4105115	4106030	1	EKN05_020945	EKN05_020945	CDS	transposase
4070	CP037923.1	4106708	4106927	1	EKN05_020950	EKN05_020950	CDS	CopG family transcriptional regulator
4071	CP037923.1	4107144	4107387	1	EKN05_020955	EKN05_020955	CDS	hypothetical protein
4072	CP037923.1	4107716	4108646	-1	EKN05_020960	fdhE	CDS	formate dehydrogenase accessory protein FdhE
4073	CP037923.1	4108642	4109278	-1	EKN05_020965	fdoI	CDS	formate dehydrogenase cytochrome b556 subunit
4074	CP037923.1	4109274	4110177	-1	EKN05_020970	fdxH	CDS	formate dehydrogenase subunit beta
4075	CP037923.1	4110189	4113240	-1	EKN05_020975	fdnG	CDS	formate dehydrogenase-N subunit alpha
4076	CP037923.1	4113433	4114267	1	EKN05_020980	fdhD	CDS	sulfurtransferase FdhD
4077	CP037923.1	4114338	4115036	-1	EKN05_020985	EKN05_020985	pseudo	IS1 family transposase
4078	CP037923.1	4115069	4115720	-1	EKN05_020990	frvR	CDS	HTH domain-containing protein
4079	CP037923.1	4115719	4116790	-1	EKN05_020995	frvX	CDS	aminopeptidase
4080	CP037923.1	4116779	4118231	-1	EKN05_021000	frvB	CDS	PTS fructose-like transporter subunit IIBC
4081	CP037923.1	4118241	4118688	-1	EKN05_021005	frvA	CDS	PTS fructose transporter subunit IIA
4082	CP037923.1	4118988	4119303	-1	EKN05_021010	rhaM	CDS	L-rhamnose mutarotase
4083	CP037923.1	4119312	4120137	-1	EKN05_021015	rhaD	pseudo	rhamnulose-1-phosphate aldolase
4084	CP037923.1	4120378	4121638	-1	EKN05_021020	rhaA	CDS	L-rhamnose isomerase
4085	CP037923.1	4121634	4123104	-1	EKN05_021025	rhaB	CDS	rhamnulokinase
4086	CP037923.1	4123391	4124228	1	EKN05_021030	rhaS	CDS	HTH-type transcriptional activator RhaS
4087	CP037923.1	4124211	4125150	1	EKN05_021035	rhaR	pseudo	HTH-type transcriptional activator RhaR
4088	CP037923.1	4125146	4126181	-1	EKN05_021040	rhaT	pseudo	L-rhamnose/proton symporter RhaT
4089	CP037923.1	4126465	4127086	1	EKN05_021045	sodA	CDS	superoxide dismutase [Mn]
4090	CP037923.1	4127382	4128327	1	EKN05_021050	kdgT	CDS	2-keto-3-deoxygluconate transporter
4091	CP037923.1	4128356	4129630	-1	EKN05_021055	EKN05_021055	CDS	IS3-like element IS2 family transposase
4092	CP037923.1	4129811	4130486	1	EKN05_021060	EKN05_021060	CDS	6-N-hydroxylaminopurine resistance protein
4093	CP037923.1	4130591	4131965	-1	EKN05_021065	cpxA	CDS	envelope stress sensor histidine kinase CpxA
4094	CP037923.1	4131961	4132660	-1	EKN05_021070	cpxR	CDS	envelope stress response regulator transcription factor CpxR
4095	CP037923.1	4132809	4133310	1	EKN05_021075	cpxP	CDS	cell-envelope stress modulator CpxP
4096	CP037923.1	4133457	4134360	1	EKN05_021080	fieF	CDS	cation-efflux pump FieF
4097	CP037923.1	4134540	4135503	1	EKN05_021085	pfkA	CDS	6-phosphofructokinase
4098	CP037923.1	4135822	4136812	1	EKN05_021090	sbp	CDS	sulfate ABC transporter substrate-binding protein
4099	CP037923.1	4136918	4137674	1	EKN05_021095	cdh	CDS	CDP-diacylglycerol diphosphatase
4100	CP037923.1	4137728	4138496	-1	EKN05_021100	tpiA	CDS	triose-phosphate isomerase
4101	CP037923.1	4138603	4139203	-1	EKN05_021105	EKN05_021105	CDS	DUF1454 family protein
4102	CP037923.1	4139303	4139711	1	EKN05_021110	EKN05_021110	pseudo	DUF805 domain-containing protein
4103	CP037923.1	4139726	4140424	-1	EKN05_021115	EKN05_021115	pseudo	IS1 family transposase
4104	CP037923.1	4140694	4142344	1	EKN05_021120	treF	CDS	alpha
4105	CP037923.1	4142297	4142405	-1	EKN05_021125	EKN05_021125	pseudo	DNA-binding response regulator
4106	CP037923.1	4142488	4143817	1	EKN05_021130	EKN05_021130	CDS	IS4 family transposase
4107	CP037923.1	4143832	4144435	-1	EKN05_021135	yhjB	CDS	response regulator transcription factor
4108	CP037923.1	4144954	4145854	1	EKN05_021140	yhjC	CDS	LysR family transcriptional regulator
4109	CP037923.1	4145902	4146916	1	EKN05_021145	yhjD	CDS	inner membrane protein YhjD
4110	CP037923.1	4147326	4148649	1	EKN05_021150	yhjE	CDS	MFS transporter
4111	CP037923.1	4148830	4150891	-1	EKN05_021155	EKN05_021155	CDS	AsmA family protein
4112	CP037923.1	4150960	4151728	-1	EKN05_021160	pdeH	CDS	cyclic-guanylate-specific phosphodiesterase
4113	CP037923.1	4151959	4152889	1	EKN05_021165	kdgK	CDS	sugar kinase
4114	CP037923.1	4152984	4154481	-1	EKN05_021170	EKN05_021170	CDS	insulinase family protein
4115	CP037923.1	4154701	4155988	-1	EKN05_021175	dctA	CDS	dicarboxylate/amino acid:cation symporter
4116	CP037923.1	4156171	4158160	-1	EKN05_021180	hmsP	CDS	biofilm formation regulator HmsP
4117	CP037923.1	4158241	4159990	-1	EKN05_021185	bcsC	pseudo	cellulose biosynthesis protein BcsC
4118	CP037923.1	4160317	4160494	-1	EKN05_021190	EKN05_021190	pseudo	cellulose synthase
4119	CP037923.1	4160493	4160571	-1	EKN05_021195	EKN05_021195	pseudo	cellulose synthase
4120	CP037923.1	4160552	4161659	-1	EKN05_021200	bcsZ	CDS	cellulase
4121	CP037923.1	4161665	4164005	-1	EKN05_021205	bcsB	CDS	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB
4122	CP037923.1	4164015	4166633	-1	EKN05_021210	bcsA	pseudo	UDP-forming cellulose synthase catalytic subunit
4123	CP037923.1	4166629	4167382	-1	EKN05_021215	bcsQ	CDS	cellulose biosynthesis protein BcsQ
4124	CP037923.1	4167393	4167582	-1	EKN05_021220	EKN05_021220	CDS	hypothetical protein
4125	CP037923.1	4167866	4168373	1	EKN05_021225	EKN05_021225	CDS	hypothetical protein
4126	CP037923.1	4168366	4169064	-1	EKN05_021230	EKN05_021230	pseudo	IS1 family transposase
4127	CP037923.1	4169096	4170203	1	EKN05_021235	bcsE	CDS	cellulose biosynthesis protein BcsE
4128	CP037923.1	4170199	4170391	1	EKN05_021240	bcsF	CDS	cellulose biosynthesis protein BcsF
4129	CP037923.1	4170387	4172067	1	EKN05_021245	bcsG	CDS	cellulose biosynthesis protein BcsG
4130	CP037923.1	4172153	4172261	-1	EKN05_021250	EKN05_021250	CDS	type I toxin-antitoxin system toxin Ldr family protein
4131	CP037923.1	4172269	4172632	1	EKN05_021255	EKN05_021255	pseudo	integrase
4132	CP037923.1	4172636	4172744	-1	EKN05_021260	EKN05_021260	CDS	type I toxin-antitoxin system toxin Ldr family protein
4133	CP037923.1	4172752	4172938	1	EKN05_021265	EKN05_021265	pseudo	integrase
4134	CP037923.1	4173119	4173227	-1	EKN05_021270	ldrD	CDS	type I toxin-antitoxin system toxic polypeptide LdrD
4135	CP037923.1	4173702	4174974	1	EKN05_021275	yhjV	CDS	transporter
4136	CP037923.1	4175003	4176008	-1	EKN05_021280	dppF	CDS	dipeptide ABC transporter ATP binding subunit DppF
4137	CP037923.1	4176004	4176988	-1	EKN05_021285	dppD	CDS	dipeptide ABC transporter ATP-binding protein
4138	CP037923.1	4176998	4177901	-1	EKN05_021290	dppC	CDS	dipeptide ABC transporter permease DppC
4139	CP037923.1	4177910	4178930	-1	EKN05_021295	dppB	CDS	dipeptide ABC transporter permease DppB
4140	CP037923.1	4178947	4179175	1	EKN05_021300	EKN05_021300	CDS	hypothetical protein
4141	CP037923.1	4179237	4180845	-1	EKN05_021305	dppA	CDS	dipeptide ABC transporter substrate-binding protein DppA
4142	CP037923.1	4181757	4183449	-1	EKN05_021315	eptB	CDS	kdo(2)-lipid A phosphoethanolamine 7''-transferase
4143	CP037923.1	4183772	4184981	-1	EKN05_021320	yhjX	CDS	MFS transporter
4144	CP037923.1	4185209	4185908	-1	EKN05_021325	yhjY	CDS	autotransporter outer membrane beta-barrel domain-containing protein
4145	CP037923.1	4186065	4186629	1	EKN05_021330	tag	CDS	DNA-3-methyladenine glycosylase I
4146	CP037923.1	4186625	4187066	1	EKN05_021335	EKN05_021335	CDS	N-acetyltransferase
4147	CP037923.1	4187034	4189368	-1	EKN05_021340	bisC	CDS	molybdopterin guanine dinucleotide-containing S/N-oxide reductase
4148	CP037923.1	4189530	4190181	1	EKN05_021345	yiaD	CDS	OmpA family lipoprotein
4149	CP037923.1	4190284	4191259	1	EKN05_021350	ghrB	CDS	glyoxylate/hydroxypyruvate reductase GhrB
4150	CP037923.1	4191308	4192019	-1	EKN05_021355	EKN05_021355	CDS	DUF3053 domain-containing protein
4151	CP037923.1	4192452	4192743	1	EKN05_021360	yiaG	CDS	HTH-type transcriptional regulator
4152	CP037923.1	4193023	4193236	1	EKN05_021365	cspA	CDS	RNA chaperone/antiterminator CspA
4153	CP037923.1	4193422	4193575	-1	EKN05_021370	hokA	CDS	type I toxin-antitoxin system toxin HokA
4154	CP037923.1	4193676	4195019	-1	EKN05_021375	EKN05_021375	CDS	IS3-like element IS150 family transposase
4155	CP037923.1	4195073	4195771	1	EKN05_021380	EKN05_021380	pseudo	IS1 family transposase
4156	CP037923.1	4195911	4196829	-1	EKN05_021385	EKN05_021385	CDS	efflux RND transporter periplasmic adaptor subunit
4157	CP037923.1	4196888	4197167	1	EKN05_021390	EKN05_021390	CDS	hypothetical protein
4158	CP037923.1	4197167	4197695	-1	EKN05_021395	gadE	CDS	acid resistance transcriptional activator GadE
4159	CP037923.1	4198493	4199066	-1	EKN05_021400	hdeD	CDS	HdeD family acid-resistance protein
4160	CP037923.1	4199320	4199653	1	EKN05_021405	hdeA	CDS	acid-activated periplasmic chaperone HdeA
4161	CP037923.1	4199768	4200095	1	EKN05_021410	hdeB	CDS	acid-activated periplasmic chaperone HdeB
4162	CP037923.1	4200158	4200805	1	EKN05_021415	EKN05_021415	pseudo	MgtC/SapB family protein
4163	CP037923.1	4200846	4201377	-1	EKN05_021420	EKN05_021420	CDS	helix-turn-helix transcriptional regulator
4164	CP037923.1	4201532	4202099	-1	EKN05_021425	slp	CDS	outer membrane lipoprotein Slp
4165	CP037923.1	4202345	4203569	-1	EKN05_021430	EKN05_021430	CDS	hypothetical protein
4166	CP037923.1	4204149	4205112	-1	EKN05_021435	EKN05_021435	CDS	permease
4167	CP037923.1	4205136	4205834	-1	EKN05_021440	EKN05_021440	pseudo	IS1 family transposase
4168	CP037923.1	4206034	4206331	1	EKN05_021445	EKN05_021445	CDS	ArsR family transcriptional regulator
4169	CP037923.1	4206464	4206890	-1	EKN05_021450	arsC	CDS	arsenate reductase
4170	CP037923.1	4206902	4208192	-1	EKN05_021455	arsB	CDS	arsenite/antimonite:H(+) antiporter ArsB
4171	CP037923.1	4208245	4208599	-1	EKN05_021460	arsR	CDS	arsenical resistance operon transcriptional regulator ArsR
4172	CP037923.1	4209341	4209425	1	EKN05_021465	EKN05_021465	CDS	Damage inducible protein
4173	CP037923.1	4209478	4210831	-1	EKN05_021470	gorA	CDS	glutathione-disulfide reductase
4174	CP037923.1	4210902	4211745	-1	EKN05_021475	EKN05_021475	CDS	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
4175	CP037923.1	4211947	4213990	1	EKN05_021480	prlC	CDS	oligopeptidase A
4176	CP037923.1	4213997	4214750	1	EKN05_021485	rsmJ	CDS	16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ
4177	CP037923.1	4214798	4216268	-1	EKN05_021490	dtpB	pseudo	dipeptide/tripeptide permease DtpB
4178	CP037923.1	4216443	4216631	1	EKN05_021495	EKN05_021495	pseudo	hypothetical protein
4179	CP037923.1	4216585	4217020	-1	EKN05_021500	uspA	CDS	universal stress protein UspA
4180	CP037923.1	4217410	4217746	1	EKN05_021505	uspB	CDS	universal stress protein UspB
4181	CP037923.1	4217816	4219316	-1	EKN05_021510	pitA	CDS	inorganic phosphate transporter PitA
4182	CP037923.1	4219547	4220741	1	EKN05_021515	EKN05_021515	CDS	NAD(P)/FAD-dependent oxidoreductase
4183	CP037923.1	4221274	4221972	1	EKN05_021520	EKN05_021520	pseudo	IS1 family transposase
4184	CP037923.1	4221989	4222282	-1	EKN05_021525	EKN05_021525	pseudo	transposase
4185	CP037923.1	4222297	4223572	1	EKN05_021530	EKN05_021530	CDS	ligase
4186	CP037923.1	4223571	4224306	1	EKN05_021535	EKN05_021535	CDS	LuxR family transcriptional regulator
4187	CP037923.1	4224773	4225535	1	EKN05_021540	EKN05_021540	CDS	pili assembly chaperone protein SafB
4188	CP037923.1	4225608	4226658	1	EKN05_021545	EKN05_021545	CDS	fimbrial biogenesis outer membrane usher protein
4189	CP037923.1	4226654	4226942	1	EKN05_021550	EKN05_021550	CDS	hypothetical protein
4190	CP037923.1	4226912	4228186	-1	EKN05_021555	EKN05_021555	CDS	IS3-like element IS2 family transposase
4191	CP037923.1	4228232	4229381	1	EKN05_021560	EKN05_021560	CDS	fimbrial biogenesis outer membrane usher protein
4192	CP037923.1	4229519	4230032	1	EKN05_021565	EKN05_021565	CDS	hypothetical protein
4193	CP037923.1	4230138	4230867	-1	EKN05_021570	EKN05_021570	CDS	response regulator transcription factor
4194	CP037923.1	4231145	4231910	1	EKN05_021575	EKN05_021575	CDS	transcriptional regulator
4195	CP037923.1	4231863	4232379	1	EKN05_021580	EKN05_021580	CDS	hypothetical protein
4196	CP037923.1	4232466	4233386	-1	EKN05_021585	EKN05_021585	pseudo	DUF2776 family protein
4197	CP037923.1	4233882	4235472	1	EKN05_021590	EKN05_021590	CDS	DUF4049 domain-containing protein
4198	CP037923.1	4235733	4237356	1	EKN05_021595	EKN05_021595	CDS	DUF4049 domain-containing protein
4199	CP037923.1	4237721	4238789	1	EKN05_021600	EKN05_021600	CDS	HlyD family secretion protein
4200	CP037923.1	4238785	4241521	1	EKN05_021605	rbbA	CDS	ribosome-associated ATPase
4201	CP037923.1	4241520	4242645	1	EKN05_021610	yhhJ	CDS	ABC-2 transporter permease
4202	CP037923.1	4242703	4242979	1	EKN05_021615	EKN05_021615	CDS	type II toxin-antitoxin system HicA family toxin
4203	CP037923.1	4242975	4243335	1	EKN05_021620	EKN05_021620	CDS	type II toxin-antitoxin system HicB family antitoxin
4204	CP037923.1	4243454	4243856	-1	EKN05_021625	nikR	CDS	nickel-responsive transcriptional regulator NikR
4205	CP037923.1	4243861	4244668	-1	EKN05_021630	nikE	CDS	nickel import ATP-binding protein NikE
4206	CP037923.1	4244664	4245429	-1	EKN05_021635	nikD	CDS	nickel import ATP-binding protein NikD
4207	CP037923.1	4245428	4246262	-1	EKN05_021640	nikC	CDS	nickel ABC transporter permease subunit NikC
4208	CP037923.1	4246258	4247203	-1	EKN05_021645	nikB	CDS	nickel ABC transporter permease subunit NikB
4209	CP037923.1	4247202	4248777	-1	EKN05_021650	nikA	CDS	nickel ABC transporter
4210	CP037923.1	4248887	4249475	-1	EKN05_021655	acpT	CDS	4'-phosphopantetheinyl transferase AcpT
4211	CP037923.1	4249529	4250579	-1	EKN05_021660	EKN05_021660	CDS	AI-2E family transporter
4212	CP037923.1	4250712	4251930	1	EKN05_021665	yhhS	CDS	MFS transporter
4213	CP037923.1	4251933	4252491	-1	EKN05_021670	dcrB	CDS	phage sensitivity protein DcrB
4214	CP037923.1	4252563	4253229	-1	EKN05_021675	EKN05_021675	CDS	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter
4215	CP037923.1	4253449	4253695	1	EKN05_021680	tusA	CDS	sulfurtransferase TusA
4216	CP037923.1	4253796	4255995	-1	EKN05_021685	zntA	CDS	Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA
4217	CP037923.1	4256068	4256695	-1	EKN05_021690	EKN05_021690	CDS	lysoplasmalogenase
4218	CP037923.1	4256835	4257195	1	EKN05_021695	yhhM	CDS	DUF2500 domain-containing protein
4219	CP037923.1	4257197	4257467	-1	EKN05_021700	EKN05_021700	CDS	DUF1145 family protein
4220	CP037923.1	4257456	4258053	-1	EKN05_021705	rsmD	CDS	16S rRNA (guanine(966)-N(2))-methyltransferase
4221	CP037923.1	4258202	4259627	1	EKN05_021710	ftsY	CDS	signal recognition particle-docking protein FtsY
4222	CP037923.1	4259629	4260298	1	EKN05_021715	ftsE	CDS	cell division ATP-binding protein FtsE
4223	CP037923.1	4260290	4261349	1	EKN05_021720	ftsX	CDS	cell division protein FtsX
4224	CP037923.1	4261593	4262448	1	EKN05_021725	rpoH	CDS	RNA polymerase sigma factor RpoH
4225	CP037923.1	4262718	4263822	1	EKN05_021730	livJ	CDS	branched-chain amino acid ABC transporter substrate-binding protein
4226	CP037923.1	4264020	4264404	-1	EKN05_021735	panM	CDS	aspartate 1-decarboxylase autocleavage activator PanM
4227	CP037923.1	4264827	4265937	1	EKN05_021740	livk	CDS	high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK
4228	CP037923.1	4265984	4266911	1	EKN05_021745	livH	CDS	high-affinity branched-chain amino acid ABC transporter permease LivH
4229	CP037923.1	4266907	4268185	1	EKN05_021750	livM	CDS	high-affinity branched-chain amino acid ABC transporter permease LivM
4230	CP037923.1	4268181	4268949	1	EKN05_021755	livG	CDS	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG
4231	CP037923.1	4268950	4269664	1	EKN05_021760	livF	CDS	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF
4232	CP037923.1	4270060	4271377	1	EKN05_021765	ugpB	CDS	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB
4233	CP037923.1	4271474	4272362	1	EKN05_021770	ugpA	CDS	sn-glycerol-3-phosphate ABC transporter permease UgpA
4234	CP037923.1	4272358	4273204	1	EKN05_021775	ugpE	CDS	sn-glycerol-3-phosphate ABC transporter permease UgpE
4235	CP037923.1	4273283	4274171	1	EKN05_021780	ugpC	CDS	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
4236	CP037923.1	4274192	4274936	1	EKN05_021785	ugpQ	CDS	glycerophosphodiester phosphodiesterase
4237	CP037923.1	4274922	4275363	-1	EKN05_021790	EKN05_021790	CDS	DUF2756 family protein
4238	CP037923.1	4275482	4277225	1	EKN05_021795	ggt	CDS	gamma-glutamyltransferase
4239	CP037923.1	4277283	4277772	-1	EKN05_021800	yhhY	CDS	N-acetyltransferase
4240	CP037923.1	4278104	4279142	1	EKN05_021805	yhhX	CDS	oxidoreductase
4241	CP037923.1	4279264	4279960	1	EKN05_021810	EKN05_021810	CDS	pirin family protein
4242	CP037923.1	4280183	4281179	1	EKN05_021815	gntR	CDS	HTH-type transcriptional regulator GntR
4243	CP037923.1	4281317	4281845	1	EKN05_021820	gntK	CDS	gluconokinase
4244	CP037923.1	4281848	4283188	1	EKN05_021825	gntU	pseudo	gluconate transporter
4245	CP037923.1	4283244	4283838	-1	EKN05_021830	yhgN	CDS	NAAT family transporter YhgN
4246	CP037923.1	4284029	4285133	1	EKN05_021835	asd	CDS	aspartate-semialdehyde dehydrogenase
4247	CP037923.1	4285405	4287592	1	EKN05_021840	glgB	CDS	1
4248	CP037923.1	4287588	4289562	1	EKN05_021845	glgX	CDS	glycogen debranching protein GlgX
4249	CP037923.1	4289579	4290875	1	EKN05_021850	glgC	CDS	glucose-1-phosphate adenylyltransferase
4250	CP037923.1	4290874	4292308	1	EKN05_021855	glgA	CDS	glycogen synthase GlgA
4251	CP037923.1	4292326	4294774	1	EKN05_021860	glgP	CDS	glycogen phosphorylase
4252	CP037923.1	4294891	4296220	1	EKN05_021865	EKN05_021865	CDS	IS4 family transposase
4253	CP037923.1	4296336	4296558	1	EKN05_021870	EKN05_021870	pseudo	phosphate ABC transporter substrate-binding protein
4254	CP037923.1	4296826	4298332	-1	EKN05_021875	glpD	CDS	glycerol-3-phosphate dehydrogenase
4255	CP037923.1	4298521	4298848	1	EKN05_021880	glpE	CDS	thiosulfate sulfurtransferase GlpE
4256	CP037923.1	4298892	4299723	1	EKN05_021885	glpG	CDS	rhomboid family intramembrane serine protease GlpG
4257	CP037923.1	4299739	4300498	1	EKN05_021890	glpR	CDS	DeoR/GlpR family transcriptional regulator
4258	CP037923.1	4300479	4302078	-1	EKN05_021895	rtcR	CDS	sigma 54-dependent transcriptional regulator
4259	CP037923.1	4302266	4303493	1	EKN05_021900	EKN05_021900	CDS	RtcB family protein
4260	CP037923.1	4303496	4304399	1	EKN05_021905	rtcA	CDS	RNA 3'-terminal phosphate cyclase
4261	CP037923.1	4304441	4307147	-1	EKN05_021910	malT	CDS	HTH-type transcriptional regulator MalT
4262	CP037923.1	4307758	4310152	1	EKN05_021915	malP	CDS	maltodextrin phosphorylase
4263	CP037923.1	4310161	4312246	1	EKN05_021920	malQ	CDS	4-alpha-glucanotransferase
4264	CP037923.1	4312290	4313607	-1	EKN05_021925	gntT	CDS	gluconate transporter
4265	CP037923.1	4313967	4314543	-1	EKN05_021930	nfuA	CDS	iron-sulfur cluster biogenesis protein NfuA
4266	CP037923.1	4314601	4315285	-1	EKN05_021935	gntX	CDS	DNA utilization protein GntX
4267	CP037923.1	4315322	4316111	1	EKN05_021940	bioH	CDS	pimeloyl-ACP methyl ester esterase BioH
4268	CP037923.1	4316111	4316477	-1	EKN05_021945	EKN05_021945	CDS	type II toxin-antitoxin system PemK/MazF family toxin
4269	CP037923.1	4316470	4316740	-1	EKN05_021950	EKN05_021950	CDS	AbrB/MazE/SpoVT family DNA-binding domain-containing protein
4270	CP037923.1	4316835	4318109	-1	EKN05_021955	EKN05_021955	CDS	IS3-like element IS2 family transposase
4271	CP037923.1	4318139	4319027	-1	EKN05_021960	rpnA	CDS	recombination-promoting nuclease RpnA
4272	CP037923.1	4319229	4319466	-1	EKN05_021965	feoC	CDS	[Fe-S]-dependent transcriptional repressor FeoC
4273	CP037923.1	4319465	4321787	-1	EKN05_021970	feoB	CDS	Fe(2+) transporter permease subunit FeoB
4274	CP037923.1	4321803	4322031	-1	EKN05_021975	feoA	CDS	ferrous iron transporter A
4275	CP037923.1	4322468	4324790	-1	EKN05_021980	EKN05_021980	CDS	RNA-binding transcriptional accessory protein
4276	CP037923.1	4324886	4325399	-1	EKN05_021985	greB	CDS	transcription elongation factor GreB
4277	CP037923.1	4325590	4326310	1	EKN05_021990	ompR	CDS	two-component system response regulator OmpR
4278	CP037923.1	4326306	4327659	1	EKN05_021995	envZ	CDS	two-component system sensor histidine kinase EnvZ
4279	CP037923.1	4327734	4329357	-1	EKN05_022000	pckA	CDS	phosphoenolpyruvate carboxykinase (ATP)
4280	CP037923.1	4329735	4331460	1	EKN05_022005	yhgE	CDS	DUF4153 domain-containing protein
4281	CP037923.1	4331603	4332473	-1	EKN05_022010	hslO	CDS	Hsp33 family molecular chaperone HslO
4282	CP037923.1	4332497	4332899	-1	EKN05_022015	hslR	CDS	ribosome-associated heat shock protein Hsp15
4283	CP037923.1	4332876	4333578	-1	EKN05_022020	yrfG	CDS	GMP/IMP nucleotidase
4284	CP037923.1	4333642	4335778	-1	EKN05_022025	igaA	CDS	intracellular growth attenuator protein IgaA
4285	CP037923.1	4336097	4336658	1	EKN05_022030	nudE	CDS	ADP compounds hydrolase NudE
4286	CP037923.1	4336822	4339375	-1	EKN05_022035	mrcA	CDS	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
4287	CP037923.1	4339494	4340274	1	EKN05_022040	hofM	CDS	DNA utilization protein HofM
4288	CP037923.1	4340273	4340813	1	EKN05_022045	EKN05_022045	CDS	DNA utilization protein HofN
4289	CP037923.1	4340796	4341237	1	EKN05_022050	hofO	CDS	DNA utilization protein HofO
4290	CP037923.1	4341226	4341631	1	EKN05_022055	hofP	CDS	DNA utilization protein HofP
4291	CP037923.1	4341542	4342781	1	EKN05_022060	hofQ	CDS	DNA transporter HofQ
4292	CP037923.1	4343181	4343703	1	EKN05_022065	aroK	CDS	shikimate kinase AroK
4293	CP037923.1	4343759	4344848	1	EKN05_022070	aroB	CDS	3-dehydroquinate synthase
4294	CP037923.1	4344939	4346226	1	EKN05_022075	damX	CDS	cell division protein DamX
4295	CP037923.1	4346332	4347169	1	EKN05_022080	dam	CDS	adenine-specific DNA-methyltransferase
4296	CP037923.1	4347186	4347864	1	EKN05_022085	rpe	CDS	ribulose-phosphate 3-epimerase
4297	CP037923.1	4347856	4348615	1	EKN05_022090	gph	CDS	phosphoglycolate phosphatase
4298	CP037923.1	4348607	4349612	1	EKN05_022095	trpS	CDS	tryptophan--tRNA ligase
4299	CP037923.1	4349881	4350787	1	EKN05_022100	EKN05_022100	CDS	hypothetical protein
4300	CP037923.1	4350803	4351166	1	EKN05_022105	EKN05_022105	CDS	PRD domain-containing protein
4301	CP037923.1	4351249	4352413	1	EKN05_022110	EKN05_022110	CDS	YhfX family PLP-dependent enzyme
4302	CP037923.1	4352413	4353640	1	EKN05_022115	yhfW	CDS	phosphopentomutase
4303	CP037923.1	4353636	4354515	1	EKN05_022120	yhfV	CDS	phosphotriesterase-related protein
4304	CP037923.1	4354525	4354879	1	EKN05_022125	EKN05_022125	CDS	DUF2620 domain-containing protein
4305	CP037923.1	4354890	4356195	1	EKN05_022130	yhfT	CDS	hypothetical protein
4306	CP037923.1	4356206	4357292	1	EKN05_022135	EKN05_022135	CDS	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
4307	CP037923.1	4357451	4358183	-1	EKN05_022140	phoB	CDS	transcriptional regulator PhoB
4308	CP037923.1	4358282	4359068	-1	EKN05_022145	frlD	CDS	fructoselysine 6-kinase
4309	CP037923.1	4359064	4359895	-1	EKN05_022150	frlC	CDS	fructoselysine 3-epimerase
4310	CP037923.1	4359944	4360967	-1	EKN05_022155	frlB	CDS	fructoselysine 6-phosphate deglycase
4311	CP037923.1	4360987	4362376	-1	EKN05_022160	frlA	pseudo	fructoselysine/psicoselysine transporter
4312	CP037923.1	4362619	4362787	-1	EKN05_022165	EKN05_022165	CDS	DUF4223 domain-containing protein
4313	CP037923.1	4363033	4364407	-1	EKN05_022170	cobA	CDS	uroporphyrinogen-III C-methyltransferase
